author,text,title
Ambrose Bierce,"In contact, lo! the flint and steel,<br/> By sharp and flame, the thought reveal<br/> That he the metal, she the stone,<br/> Had cherished secretly alone. 
            <br/>",Alone
John Ronald Reuel Tolkien,"<font color=""red""><b><br/>The text of this poem could not be published because of Copyright laws.<br/></b></font>
<br/>",All That Is Gold Does Not Glitter
Marianne Moore,"I, too, dislike it: there are things that are important beyond all <br/>this fiddle.<br/>Reading it, however, with a perfect contempt for it, one <br/>discovers in<br/>it after all, a place for the genuine.<br/>Hands that can grasp, eyes<br/>that can dilate, hair that can rise<br/>if it must, these things are important not because a<br/><br/>high-sounding interpretation can be put upon them but because<br/>they are<br/>useful. When they become so derivative as to become <br/>unintelligible, <br/>the same thing may be said for all of us, that we<br/>do not admire what<br/>we cannot understand: the bat<br/>holding on upside down or in quest of something to<br/><br/>eat, elephants pushing, a wild horse taking a roll, a tireless wolf<br/>under<br/>a tree, the immovable critic twitching his skin like a horse that<br/>feels a<br/>flea, the base-<br/>ball fan, the statistician--<br/>nor is it valid<br/>to discriminate against 'business documents and<br/><br/>school-books'; all these phenomena are important. One must<br/>make a distinction<br/>however: when dragged into prominence by half poets, the<br/>result is not poetry,<br/>nor till the poets among us can be<br/>'literalists of <br/>the imagination'--above<br/>insolence and triviality and can present<br/><br/>for inspection, 'imaginary gardens with real toads in them', shall<br/>we have<br/>it. In the meantime, if you demand on the one hand,<br/>the raw material of poetry in<br/>all its rawness and<br/>that which is on the other hand<br/>genuine, you are interested in poetry. 
            <br/>",Poetry
Sylvia Chidi,"Honesty is beautiful<br/>Kindness is beautiful<br/>Intelligence is beautiful<br/>Talent is beautiful<br/><br/>Beautiful is a romance with such abundance<br/>Beautiful are the flowers that roam the earth<br/>Beautiful is awaking to the sound of singing birds<br/>Beautiful is a disguise<br/>Playing hide and seek inside and outside<br/>Beautiful is as naked as the rising sun<br/>Beautiful is delightful and truthful<br/>Beautiful is the golden daylight that shines<br/>And the taste of sweet colored red wine<br/>Beautiful was never ever created by mistake<br/>Beautiful is the ingredient we bake life's cake<br/>When all or nothing is at stake<br/><br/>I am beautiful<br/>You are beautiful<br/>We are beautiful<br/><br/>Beautiful is great<br/>Beautiful is sweet<br/>Beautiful is love<br/>Beautiful is power<br/><br/>Come to me Mr. &amp; Mrs. Beautiful<br/>Let me into your little secret<br/>Of why you are so obedient and dutiful<br/><br/>Copyright 2005 - Sylvia Chidi <br/><br/>www.sylviachidi.com<br/><br/>Check out my bestseller Alien book from Amazon in September 2012. (Only Trees Live Forever)  <br/><br/>All my books are available on Amazon 
            <br/>",Beautiful!
Patrick Kavanagh,"And sometimes I am sorry when the grass<br/>Is growing over the stones in quiet hollows<br/>And the cocksfoot leans across the rutted cart-pass<br/>That I am not the voice of country fellows<br/>Who now are standing by some headland talking<br/>Of turnips and potatoes or young corn<br/>Of turf banks stripped for victory.<br/>Here Peace is still hawking <br/>His coloured combs and scarves and beads of horn.<br/><br/>Upon a headland by a whinny hedge <br/>A hare sits looking down a leaf-lapped furrow<br/>There's an old plough upside-down on a weedy ridge<br/>And someone is shouldering home a saddle-harrow.<br/>Out of that childhood country what fools climb<br/>To fight with tyrants Love and Life and Time? 
            <br/>",Peace
Joseph Brodsky,"I wish you were here, dear,<br/>I wish you were here. <br/>I wish you sat on the sofa <br/>and I sat near. <br/>The handkerchief could be yours, <br/>the tear could be mine, chin-bound. <br/>Though it could be, of course, <br/>the other way around.<br/><br/>I wish you were here, dear, <br/>I wish you were here. <br/>I wish we were in my car <br/>and you'd shift the gear. <br/>We'd find ourselves elsewhere, <br/>on an unknown shore. <br/>Or else we'd repair <br/>to where we've been before.<br/><br/>I wish you were here, dear, <br/>I wish you were here. <br/>I wish I knew no astronomy <br/>when stars appear, <br/>when the moon skims the water <br/>that sighs and shifts in its slumber.<br/>I wish it were still a quarter <br/>to dial your number.<br/><br/>I wish you were here, dear, <br/>in this hemisphere, <br/>as I sit on the porch <br/>sipping a beer. <br/>It's evening, the sun is setting; <br/>boys shout and gulls are crying. <br/>What's the point of forgetting <br/>if it's followed by dying? 
            <br/>",A Song
Judith Viorst,"The tires on my bike are flat.<br/>The sky is grouchy gray.<br/>At least it sure feels like that<br/>Since Hanna moved away.<br/><br/>Chocolate ice cream tastes like prunes.<br/>December's come to stay.<br/>They've taken back the Mays and Junes<br/>Since Hanna moved away.<br/><br/>Flowers smell like halibut.<br/>Velvet feels like hay.<br/>Every handsome dog's a mutt<br/>Since Hanna moved away.<br/><br/>Nothing's fun to laugh about.<br/>Nothing's fun to play.<br/>They call me, but I won't come out<br/>Since Hanna moved away. 
            <br/>",Since Hanna Moved Away
Octavio Paz,"Listen to me as one listens to the rain,<br/>not attentive, not distracted,<br/>light footsteps, thin drizzle,<br/>water that is air, air that is time,<br/>the day is still leaving,<br/>the night has yet to arrive,<br/>figurations of mist<br/>at the turn of the corner,<br/>figurations of time<br/>at the bend in this pause,<br/>listen to me as one listens to the rain,<br/>without listening, hear what I say<br/>with eyes open inward, asleep<br/>with all five senses awake,<br/>it's raining, light footsteps, a murmur of syllables,<br/>air and water, words with no weight:<br/>what we are and are,<br/>the days and years, this moment,<br/>weightless time and heavy sorrow,<br/>listen to me as one listens to the rain,<br/>wet asphalt is shining,<br/>steam rises and walks away,<br/>night unfolds and looks at me,<br/>you are you and your body of steam,<br/>you and your face of night,<br/>you and your hair, unhurried lightning,<br/>you cross the street and enter my forehead,<br/>footsteps of water across my eyes,<br/>listen to me as one listens to the rain,<br/>the asphalt's shining, you cross the street,<br/>it is the mist, wandering in the night,<br/>it is the night, asleep in your bed,<br/>it is the surge of waves in your breath,<br/>your fingers of water dampen my forehead,<br/>your fingers of flame burn my eyes,<br/>your fingers of air open eyelids of time,<br/>a spring of visions and resurrections,<br/>listen to me as one listens to the rain,<br/>the years go by, the moments return,<br/>do you hear the footsteps in the next room?<br/>not here, not there: you hear them<br/>in another time that is now,<br/>listen to the footsteps of time,<br/>inventor of places with no weight, nowhere,<br/>listen to the rain running over the terrace,<br/>the night is now more night in the grove,<br/>lightning has nestled among the leaves,<br/>a restless garden adrift-go in,<br/>your shadow covers this page. 
            <br/>",As One Listens To The Rain
Sienna Harlequinn,"I believe that the sun shines after the rain<br/>I believe if you don't get hurt you'll never gain<br/>I believe in not doing things the easy way<br/>I believe that being selfish doesn’t pay<br/><br/>I believe in a second chance<br/>I believe in a life long romance<br/>I believe there is life after death<br/>And standing up to a life of mess<br/><br/>I believe in love at first sight<br/>I believe that revenge isn’t right<br/>I believe that first impressions last<br/>And there is nothing better then a good laugh<br/><br/>I believe that dreams do come true<br/>I believe there's destiny for me and you<br/>I believe that good things come to those who wait<br/>I believe love never arrives too late<br/><br/>I believe something good comes from something bad<br/>I believe that for tears of happiness there are tears of sad<br/>I believe everyone has a guardian angel<br/>And the good you do will be rewarded well<br/><br/>I believe sometimes there is no explanation<br/>I believe money can't buy people's affection<br/>I believe you don't know what you've got until it's gone<br/>I believe a new day arrives with every dawn<br/><br/>I believe a smile can be contagious<br/>I believe in being very outrageous<br/>I believe in living with no regrets<br/>I believe that life is as good as it gets<br/><br/>I believe that God watches over us<br/>I believe the little things are worth the fuss<br/>I believe you have each friend for a reason<br/>I believe you will get punished for treason<br/><br/>I believe that what comes first is family<br/>I believe we should all live in harmony<br/>I believe in making the most of a beautiful day<br/>And it's not the end until everything's okay<br/><br/>I believe absence makes the heart grow fonder<br/>I believe you will lose if you sit and wonder<br/>I believe every experience teaches you a lesson<br/>And nothing cures better then a drinking session<br/><br/>I believe everyone has one true love<br/>I believe sometimes we need a little shove<br/>I believe the whole world is a stage <br/>I believe we only get better with age<br/><br/>I believe that to learn you have to live<br/>I believe that to love someone you have to give<br/>I believe one moment can change your life<br/>And there's still help when you’re in strife<br/><br/>I believe everyone has one true friend<br/>I believe love helps a broken heart mend<br/>I believe in the power of a song<br/>And things will change before too long<br/><br/>I believe living is the best experience<br/>I believe in not laughing at other people’s expense<br/>I believe it’s hard to watch a lover leave<br/>And when they’re gone all you can do is breath<br/><br/>I believe to always look on the bright side<br/>I believe that life is just one big ride<br/>I believe when I die people will grieve<br/>But it’s ok because I believe 
            <br/>",I Believe
Clive Staples Lewis,"All this is flashy rhetoric about loving you.<br/>I never had a selfless thought since I was born.<br/>I am mercenary and self-seeking through and through:<br/>I want God, you, all friends, merely to serve my turn.<br/><br/>Peace, re-assurance, pleasure, are the goals I seek,<br/>I cannot crawl one inch outside my proper skin:<br/>I talk of love --a scholar's parrot may talk Greek--<br/>But, self-imprisoned, always end where I begin.<br/><br/>Only that now you have taught me (but how late) my lack.<br/>I see the chasm. And everything you are was making<br/>My heart into a bridge by which I might get back<br/>From exile, and grow man. And now the bridge is breaking.<br/><br/>For this I bless you as the ruin falls. The pains<br/>You give me are more precious than all other gains. 
            <br/>",As The Ruin Falls
Mewlana Jalaluddin Rumi,"Because I cannot sleep<br/>I make music at night.<br/>I am troubled by the one<br/>whose face has the color of spring flowers.<br/>I have neither sleep nor patience,<br/>neither a good reputation nor disgrace.<br/>A thousand robes of wisdom are gone.<br/>All my good manners have moved a thousand miles away.<br/>The heart and the mind are left angry with each other.<br/>The stars and the moon are envious of each other.<br/>Because of this alienation the physical universe<br/>is getting tighter and tighter.<br/>The moon says, 'How long will I remain<br/>suspended without a sun?'<br/>Without Love's jewel inside of me,<br/>let the bazaar of my existence be destroyed stone by stone.<br/>O Love, You who have been called by a thousand names,<br/>You who know how to pour the wine<br/>into the chalice of the body,<br/>You who give culture to a thousand cultures,<br/>You who are faceless but have a thousand faces,<br/>O Love, You who shape the faces<br/>of Turks, Europeans, and Zanzibaris,<br/>give me a glass from Your bottle,<br/>or a handful of being from Your Branch.<br/>Remove the cork once more.<br/>Then we'll see a thousand chiefs prostrate themselves,<br/>and a circle of ecstatic troubadours will play.<br/>Then the addict will be freed of craving.<br/>and will be resurrected,<br/>and stand in awe till Judgement Day. 
            <br/>",Because I Cannot Sleep
Sir Thomas Wyatt,"Is it possible<br/>That so high debate,<br/>So sharp, so sore, and of such rate,<br/>Should end so soon and was begun so late?<br/>Is it possible?<br/><br/>Is it possible<br/>So cruel intent,<br/>So hasty heat and so soon spent,<br/>From love to hate, and thence for to relent?<br/>Is it possible?<br/><br/>Is it possible<br/>That any may find<br/>Within one heart so diverse mind,<br/>To change or turn as weather and wind?<br/>Is it possible?<br/><br/>Is it possible<br/>To spy it in an eye<br/>That turns as oft as chance on die,<br/>The truth whereof can any try?<br/>Is it possible?<br/><br/>It is possible<br/>For to turn so oft,<br/>To bring that lowest which was most aloft,<br/>And to fall highest yet to light soft:<br/>It is possible.<br/><br/>All is possible<br/>Whoso list believe.<br/>Trust therefore first, and after preve,<br/>As men wed ladies by licence and leave.<br/>All is possible. 
            <br/>",Is It Possible
Robert Graves,"To you who'd read my songs of War <br/>And only hear of blood and fame, <br/>I'll say (you've heard it said before) <br/>""War's Hell! "" and if you doubt the same, <br/>Today I found in Mametz Wood<br/>A certain cure for lust of blood: <br/><br/>Where, propped against a shattered trunk, <br/>In a great mess of things unclean, <br/>Sat a dead Boche; he scowled and stunk <br/>With clothes and face a sodden green,<br/>Big-bellied, spectacled, crop-haired, <br/>Dribbling black blood from nose and beard. 
            <br/>",A Dead Boche
Sappho,"Some celebrate the beauty<br/>  of knights, or infantry, <br/>or billowing flotillas<br/>  at battle on the sea.<br/>Warfare has its glory, <br/>  but I place far above<br/>these military splendors<br/>  the one thing that you love.<br/><br/>For proof of this contention<br/>  examine history: <br/>we all remember Helen, <br/>  who left her family, <br/>her child, and royal husband, <br/>  to take a stranger's hand: <br/>her beauty had no equal, <br/>  but bowed to love's command.<br/><br/>As love then is the power<br/>  that none can disobey, <br/>so too my thoughts must follow<br/>  my darling far away: <br/>the sparkle of her laughter<br/>  would give me greater joy<br/>than all the bronze-clad heroes 
            <br/>",On What Is Best
Robert Southey,"No stir in the air, no stir in the sea, <br/>The Ship was still as she could be; <br/>Her sails from heaven received no motion, <br/>Her keel was steady in the ocean. <br/><br/>Without either sign or sound of their shock, <br/>The waves flow’d over the Inchcape Rock; <br/>So little they rose, so little they fell, <br/>They did not move the Inchcape Bell.<br/><br/>The Abbot of Aberbrothok <br/>Had placed that bell on the Inchcape Rock; <br/>On a buoy in the storm it floated and swung, <br/>And over the waves its warning rung.<br/><br/>When the Rock was hid by the surge’s swell, <br/>The Mariners heard the warning Bell; <br/>And then they knew the perilous Rock, <br/>And blest the Abbot of Aberbrothok<br/><br/>The Sun in the heaven was shining gay, <br/>All things were joyful on that day; <br/>The sea-birds scream’d as they wheel’d round, <br/>And there was joyaunce in their sound. <br/><br/>The buoy of the Inchcpe Bell was seen<br/>A darker speck on the ocean green; <br/>Sir Ralph the Rover walk’d his deck, <br/>And fix’d his eye on the darker speck. <br/><br/>He felt the cheering power of spring, <br/>It made him whistle, it made him sing; <br/>His heart was mirthful to excess, <br/>But the Rover’s mirth was wickedness. <br/><br/>His eye was on the Inchcape Float; <br/>Quoth he, “My men, put out the boat, <br/>And row me to the Inchcape Rock, <br/>And I’ll plague the Abbot of Aberbrothok.” <br/><br/>The boat is lower’d, the boatmen row, <br/>And to the Inchcape Rock they go; <br/>Sir Ralph bent over from the boat, <br/>And he cut the bell from the Inchcape Float.<br/><br/>Down sank the Bell with a gurgling sound, <br/>The bubbles rose and burst around; <br/>Quoth Sir Ralph, “The next who comes to the Rock,<br/>Won’t bless the Abbot of Aberbrothok.” <br/><br/>Sir ralph the Rover sail’d away, <br/>He scour’d the seas for many a day; <br/>And now grown rich with plunder’d store, <br/>He steers his course for Scotland’s shore. <br/><br/>So thick a haze o’erspreads the sky, <br/>They cannot see the sun on high; <br/>The wind hath blown a gale all day, <br/>At evening it hath died away. <br/><br/>On the deck the Rover takes his stand, <br/>So dark it is they see no land. <br/>Quoth Sir Ralph, “It will be lighter soon, <br/>For there is the dawn of the rising Moon.” <br/><br/>“Canst hear,” said one, “the breakers roar? <br/>For methinks we should be near the shore.” <br/>“Now, where we are I cannot tell, <br/>But I wish we could hear the Inchcape Bell.” <br/><br/>They hear no sound, the swell is strong, <br/>Though the wind hath fallen they drift along; <br/>Till the vessel strikes with a shivering shock, <br/>“Oh Christ! It is the Inchcape Rock!” <br/><br/>Sir Ralph the Rover tore his hair, <br/>He curst himself in his despair; <br/>The waves rush in on every side, <br/>The ship is sinking beneath the tide. <br/><br/>But even is his dying fear, <br/>One dreadful sound could the Rover hear; <br/>A sound as if with the Inchcape Bell, <br/>The Devil below was ringing his knell. 
            <br/>",Inchcape Rock
Archibald MacLeish,"A poem should be palpable and mute<br/>As a globed fruit<br/><br/>Dumb<br/>As old medallions to the thumb<br/><br/>Silent as the sleeve-worn stone<br/>Of casement ledges where the moss has grown -<br/><br/>A poem should be wordless<br/>As the flight of birds<br/><br/>A poem should be motionless in time<br/>As the moon climbs<br/><br/>Leaving, as the moon releases<br/>Twig by twig the night-entangled trees,<br/><br/>Leaving, as the moon behind the winter leaves,<br/>Memory by memory the mind -<br/><br/>A poem should be motionless in time<br/>As the moon climbs<br/><br/>A poem should be equal to:<br/>Not true<br/><br/>For all the history of grief<br/>An empty doorway and a maple leaf<br/><br/>For love<br/>The leaning grasses and two lights above the sea -<br/><br/>A poem should not mean<br/>But be 
            <br/>",Ars Poetica
David Bates,"Childhood, sweet and sunny childhood,<br/>  With its careless, thoughtless air,<br/>Like the verdant, tangled wildwood,<br/>  Wants the training hand of care.<br/><br/>See it springing all around us --<br/>  Glad to know, and quick to learn;<br/>Asking questions that confound us;<br/>  Teaching lessons in its turn.<br/><br/>Who loves not its joyous revel,<br/>  Leaping lightly on the lawn,<br/>Up the knoll, along the level,<br/>  Free and graceful as a fawn?<br/><br/>Let it revel; it is nature<br/>  Giving to the little dears<br/>Strength of limb, and healthful features,<br/>  For the toil of coming years.<br/><br/>He who checks a child with terror,<br/>  Stops its play, and stills its song,<br/>Not alone commits an error,<br/>  But a great and moral wrong.<br/><br/>Give it play, and never fear it --<br/>  Active life is no defect;<br/>Never, never break its spirit --<br/>  Curb it only to direct.<br/><br/>Would you dam the flowing river,<br/>  Thinking it would cease to flow?<br/>Onward it must go forever --<br/>  Better teach it where to go.<br/><br/>Childhood is a fountain welling,<br/>  Trace its channel in the sand,<br/>And its currents, spreading, swelling,<br/>  Will revive the withered land.<br/><br/>Childhood is the vernal season;<br/>  Trim and train the tender shoot;<br/>Love is to the coming reason,<br/>  As the blossom to the fruit.<br/><br/>Tender twigs are bent and folded --<br/>  Art to nature beauty lends;<br/>Childhood easily is moulded;<br/>  Manhood breaks, but seldom bends. 
            <br/>",Childhood
Gwen Harwood,"She sits in the park. Her clothes are out of date.<br/>Two children whine and bicker, tug her skirt.<br/>A third draws aimless patterns in the dirt<br/>Someone she loved once passed by – too late<br/><br/>to feign indifference to that casual nod.<br/>“How nice” et cetera. “Time holds great surprises.”<br/>From his neat head unquestionably rises<br/>a small balloon…”but for the grace of God…”<br/><br/>They stand a while in flickering light, rehearsing<br/>the children’s names and birthdays. “It’s so sweet<br/>to hear their chatter, watch them grow and thrive, ”<br/>she says to his departing smile. Then, nursing<br/>the youngest child, sits staring at her feet.<br/>To the wind she says, “They have eaten me alive.” 
            <br/>",In The Park
Nizar Qabbani,"When a man is in love <br/>how can he use old words? <br/>Should a woman <br/>desiring her lover <br/>lie down with <br/>grammarians and linguists? <br/><br/>I said nothing <br/>to the woman I loved <br/>but gathered <br/>love's adjectives into a suitcase <br/>and fled from all languages. 
            <br/>",Language
Sir Henry Newbolt,"There's a breathless hush in the Close to-night—<br/>Ten to make and the match to win—<br/>A bumping pitch and a blinding light,<br/>An hour to play and the last man in.<br/>And it's not for the sake of a ribboned coat,<br/>Or the selfish hope of a season's fame,<br/>But his captain's hand on his shoulder smote<br/>'Play up! play up! and play the game! '<br/><br/>The sand of the desert is sodden red,—<br/>Red with the wreck of a square that broke; —<br/>The Gatling's jammed and the Colonel dead,<br/>And the regiment blind with dust and smoke.<br/>The river of death has brimmed his banks,<br/>And England's far, and Honour a name,<br/>But the voice of a schoolboy rallies the ranks:<br/>'Play up! play up! and play the game! '<br/><br/>This is the word that year by year,<br/>While in her place the school is set,<br/>Every one of her sons must hear,<br/>And none that hears it dare forget.<br/>This they all with a joyful mind<br/>Bear through life like a torch in flame,<br/>And falling fling to the host behind—<br/>'Play up! play up! and play the game! 
            <br/>",Vitaï Lampada
Marge Piercy,"The people I love the best<br/>jump into work head first<br/>without dallying in the shallows<br/>and swim off with sure strokes almost out of sight.<br/>They seem to become natives of that element,<br/>the black sleek heads of seals<br/>bouncing like half-submerged balls.<br/><br/>I love people who harness themselves, an ox to a heavy cart,<br/>who pull like water buffalo, with massive patience,<br/>who strain in the mud and the muck to move things forward,<br/>who do what has to be done, again and again.<br/><br/>I want to be with people who submerge<br/>in the task, who go into the fields to harvest<br/>and work in a row and pass the bags along,<br/>who are not parlor generals and field deserters<br/>but move in a common rhythm<br/>when the food must come in or the fire be put out.<br/><br/>The work of the world is common as mud.<br/>Botched, it smears the hands, crumbles to dust.<br/>But the thing worth doing well done<br/>has a shape that satisfies, clean and evident.<br/>Greek amphoras for wine or oil, <br/>Hopi vases that held corn, are put in museums<br/>but you know they were made to be used. <br/>The pitcher cries for water to carry<br/>and a person for work that is real. 
            <br/>",To Be Of Use
Robert Murray Smith,"The probability of being you starts with <br/>the Big Bang.<br/><br/>The begining of the universe was just under <br/>14 billion years ago.<br/><br/>No Big Bang no you, you cannot disagree.<br/><br/>Now, no one can ever tell you in mathematical <br/>certainty the probability leading to you. <br/><br/>If there was one atom missing in any sequence over <br/>history from the Big Bang would you exist? <br/><br/>In all certainty, if one of your ancestors from the <br/>begining of humans existing was missing there would be <br/>no you.<br/><br/>We will skip to the Earth the date of your birth. To do<br/>this we must forget the forming of our universe, and <br/>the Earth. Also, the beginning of humans your ancestors.<br/><br/>The fusion of the female egg by a sperm resulted in <br/>you being born. We have not computed the probability<br/>of your parents' meeting.<br/><br/>Just that probability of your conception, and making <br/>it to full term is astronomical, do you agree? <br/><br/>The sum total of what is stated above is that you are<br/>so extraordinary unique.<br/><br/>When we look at your mind of chemical electrical neurons, <br/>we find that no person ever had a mind like yours.<br/><br/>Are you now convinced how unique you are? <br/><br/>If you survive to old age you will have survived longer <br/>than billions of humans. <br/><br/>Having worn out your body are you now satisfied that your<br/>uniqueness has come to a proper end? <br/><br/>Die in peace you uniquely designed human. 
            <br/>",The Improbability Of Being You
Sir Walter Scott,"Sound, sound the clarion, fill the fife!<br/>To all the sensual world proclaim,<br/>One crowded hour of glorious life<br/>Is worth an age without a name. 
            <br/>",Answer
Alison Cassidy,"You do not have to be good.<br/>You do not have to walk on your knees<br/>for a hundred miles through the desert repenting.<br/>You only have to let the soft animal of your body<br/>love what it loves.<br/>Tell me about despair, yours, and I will tell you mine.<br/>Meanwhile the world goes on.<br/>Meanwhile the sun and the clear pebbles of the rain<br/>are moving across the landscapes, <br/>over the prairies and the deep trees, <br/>the mountains and the rivers.<br/>Meanwhile the wild geese, high in the clean blue air, <br/>are heading home again.<br/>Whoever you are, no matter how lonely, <br/>the world offers itself to your imagination, <br/>calls to you like the wild geese, harsh and exciting-<br/>over and over announcing your place<br/>In the family of things. 
            <br/>",Wild Geese By Mary Oliver
Louis Macneice,"The room was suddenly rich and the great bay-window was<br/>Spawning snow and pink roses against it<br/>Soundlessly collateral and incompatible:<br/>World is suddener than we fancy it.<br/><br/>World is crazier and more of it than we think,<br/>Incorrigibly plural. I peel and portion<br/>A tangerine and spit the pips and feel<br/>The drunkenness of things being various.<br/><br/>And the fire flames with a bubbling sound for world<br/>Is more spiteful and gay than one supposes–<br/>On the tongue on the eyes on the ears in the palms of your hands–<br/>There is more than glass between the snow and the huge roses. 
            <br/>",Snow
Edward Lear,"The Owl and the Pussy-cat went to sea<br/>In a beautiful pea green boat,<br/>They took some honey, and plenty of money,<br/>Wrapped up in a five pound note.<br/>The Owl looked up to the stars above,<br/>And sang to a small guitar,<br/>'O lovely Pussy! O Pussy my love,<br/>What a beautiful Pussy you are,<br/>You are,<br/>You are!<br/>What a beautiful Pussy you are!'<br/><br/>Pussy said to the Owl, 'You elegant fowl!<br/>How charmingly sweet you sing!<br/>O let us be married! too long we have tarried:<br/>But what shall we do for a ring?'<br/>They sailed away, for a year and a day,<br/>To the land where the Bong-tree grows<br/>And there in a wood a Piggy-wig stood<br/>With a ring at the end of his nose,<br/>His nose,<br/>His nose,<br/>With a ring at the end of his nose.<br/><br/>'Dear pig, are you willing to sell for one shilling<br/>Your ring?' Said the Piggy, 'I will.'<br/>So they took it away, and were married next day<br/>By the Turkey who lives on the hill.<br/>They dined on mince, and slices of quince,<br/>Which they ate with a runcible spoon;<br/>And hand in hand, on the edge of the sand,<br/>They danced by the light of the moon,<br/>The moon,<br/>The moon,<br/>They danced by the light of the moon. 
            <br/>",The Owl And The Pussy-Cat
Sulaiman Mohd Yusof,"Flashing rays <br/>Thunderous sound<br/>Fire encases melting heat<br/>Shrapnel ignominiously<br/>Blossom<br/>Dance through innocent flesh<br/>That crawls out of one’s skin<br/>The roar of the explosion<br/>Dries every tear<br/>Screams pollute, deafening ears<br/>Live audience <br/>In an unprecedented<br/>Death Opera<br/><br/>The sound of fury<br/>Orchestrated by an unseen martyr<br/>Believed to be<br/>Next of kin<br/>Of the Devil<br/>Foe of God 
            <br/>",Terror
John McCrae,"""Delicta juventutis et ignorantius ejus, quoesumus ne memineris, Domine.""<br/><br/><br/><br/>I left, to earth, a little maiden fair,<br/> With locks of gold, and eyes that shamed the light;<br/>I prayed that God might have her in His care<br/>      And sight.<br/><br/>Earth's love was false; her voice, a siren's song;<br/> (Sweet mother-earth was but a lying name)<br/>The path she showed was but the path of wrong<br/>      And shame.<br/><br/>""Cast her not out!"" I cry. God's kind words come --<br/> ""Her future is with Me, as was her past;<br/>It shall be My good will to bring her home<br/>      At last."" 
            <br/>",The Hope Of My Heart
Oliver Wendell Holmes,"As I look from the isle, o'er its billows of green,<br/>     To the billows of foam-crested blue,<br/>     Yon bark, that afar in the distance is seen,<br/>     Half dreaming, my eyes will pursue:<br/>     Now dark in the shadow, she scatters the spray<br/>     As the chaff in the stroke of the flail;<br/>     Now white as the sea-gull, she flies on her way,<br/>     The sun gleaming bright on her sail.<br/><br/>     Yet her pilot is thinking of dangers to shun,--<br/>     Of breakers that whiten and roar;<br/>     How little he cares, if in shadow or sun<br/>     They see him who gaze from the shore!<br/>     He looks to the beacon that looms from the reef,<br/>     To the rock that is under his lee,<br/>     As he drifts on the blast, like a wind-wafted leaf,<br/>     O'er the gulfs of the desolate sea.<br/><br/>     Thus drifting afar to the dim-vaulted caves<br/>     Where life and its ventures are laid,<br/>     The dreamers who gaze while we battle the waves<br/>     May see us in sunshine or shade;<br/>     Yet true to our course, though the shadows grow dark,<br/>     We'll trim our broad sail as before,<br/>     And stand by the rudder that governs the bark,<br/>     Nor ask how we look from the shore! 
            <br/>",Sun And Shadow
Sarojini Naidu,"Like a joy on the heart of a sorrow,<br/>   The sunset hangs on a cloud;<br/>A golden storm of glittering sheaves,<br/>Of fair and frail and fluttering leaves,<br/>   The wild wind blows in a cloud.<br/><br/>Hark to a voice that is calling<br/>   To my heart in the voice of the wind:<br/>My heart is weary and sad and alone,<br/>For its dreams like the fluttering leaves have gone,<br/>   And why should I stay behind? 
            <br/>",Autumn Song
Naomi Shihab Nye,"""A true Arab knows how to catch a fly in his hands,""<br/>my father would say. And he'd prove it,<br/>cupping the buzzer instantly<br/>while the host with the swatter stared.<br/><br/>In the spring our palms peeled like snakes.<br/>True Arabs believed watermelon could heal fifty ways.<br/>I changed these to fit the occasion.<br/><br/>Years before, a girl knocked,<br/>wanted to see the Arab.<br/>I said we didn't have one. <br/>After that, my father told me who he was,<br/>""Shihab""--""shooting star""--<br/>a good name, borrowed from the sky.<br/>Once I said, ""When we die, we give it back?""<br/>He said that's what a true Arab would say.<br/><br/>Today the headlines clot in my blood.<br/>A little Palestinian dangles a truck on the front page. <br/>Homeless fig, this tragedy with a terrible root<br/>is too big for us. What flag can we wave?<br/>I wave the flag of stone and seed,<br/>table mat stitched in blue.<br/><br/>I call my father, we talk around the news.<br/>It is too much for him,<br/>neither of his two languages can reach it.<br/>I drive into the country to find sheep, cows,<br/>to plead with the air: <br/>Who calls anyone civilized?<br/>Where can the crying heart graze?<br/>What does a true Arab do now? 
            <br/>",Blood
Sharon Olds,"We decided to have the abortion, became<br/>killers together. The period that came<br/>changed nothing. They were dead, that young couple<br/>who had been for life.<br/>As we talked of it in bed, the crash<br/>was not a surprise. We went to the window,<br/>looked at the crushed cars and the gleaming<br/>curved shears of glass as if we had<br/>done it. Cops pulled the bodies out<br/>Bloody as births from the small, smoking<br/>aperture of the door, laid them<br/>on the hill, covered them with blankets that soaked<br/>through. Blood<br/>began to pour<br/>down my legs into my slippers. I stood<br/>where I was until they shot the bound<br/>form into the black hole<br/>of the ambulance and stood the other one<br/>up, a bandage covering its head,<br/>stained where the eyes had been.<br/>The next morning I had to kneel<br/>an hour on that floor, to clean up my blood,<br/>rubbing with wet cloths at those glittering<br/>translucent spots, as one has to soak<br/>a long time to deglaze the pan<br/>when the feast is over. <br/><br/><br/>Anonymous submission. 
            <br/>",The End
Lucille Clifton,"my daddy has paid the rent<br/>and the insurance man is gone<br/>and the lights is back on<br/>and my uncle brud has hit<br/>for one dollar straight<br/>and they is good times<br/>good times<br/>good times<br/><br/>my mama has made bread<br/>and grampaw has come<br/>and everybody is drunk<br/>and dancing in the kitchen<br/>and singing in the kitchen<br/>of these is good times<br/>good times<br/>good times<br/><br/>oh children think about the<br/>good times 
            <br/>",Good Times
